,salary,Company,Size,Industry,SectorType,Skills,Rating,Title,City,State,Python,Excel,SQL,R Shiny,Tableau,MySQL,Hive,SAS,Hadoop,Sector,Low-Salary,High-Salary
876,,Two Sigma,1001 to 5000 employees,Finance,Company - Private,"With the breathtaking pace at which data is growing, and with new types of data coming online and new hypotheses becoming measurable, we continue to face the inspiring and exciting challenge to reveal value in the world’s data. We are seeking intellectually curious and creative analysts who are deeply passionate about data exploration, augmentation, and analysis to join our team for the fall part-time internship.
In this role, you will partner with our close-knit team of quantitative researchers, data scientists, engineers, and data sourcing colleagues to translate data into actionable insights and to accelerate our vibrant research pipeline. Key responsibilities include:
Identifying, ingesting, and enriching a wide range of structured and unstructured big data into datasets for analysis;
Operating and extending the data infrastructure platform to deliver production-grade data curation and analysis services;
Thinking and acting as data integrity managers -- amplifying data quality and completeness with a process-driven approach and measurement dashboards;
Owning end-to-end data workflows and developing deep domain expertise on the underlying actors and behaviors manifested through data;
Communicating data-driven analysis and insights in the form of “data studies” that enable our investment management research process.
Requirements Include:
Currently enrolled in a master’s program for data science, statistics, computer science, or other technical and quantitative disciplines from a top university with a strong academic track record.
Must be able to travel to our NYC office and commit to 15 – 20 hours per week for the full semester in the fall
Applied data analysis experience and expertise, especially using popular scripting languages (particularly Python) and/or data analysis tools and languages (PyData, R, Julia, Matlab, Tableau).
Experience with SQL and relational databases.
Deep intellectual curiosity and passion for a wide range of data types, structure and quality.
While financial industry experience/prior internship experience is a plus, we are open-minded in our search for critical thinkers who are passionate about technology and data.",4.4,Data Research and Acceleration Analyst - Part-time Internship, – New York, NY,True,False,False,True,True,False,False,False,False,Private,,
877,Est. Salary $87k-$109k,Diverse Lynx,51 to 200 employees,Business Services,Company - Private,"Job Title: Data Analyst
Location: Cary, NC or Wilmington DE
Duration: Full Time

What Client is looking for?
Job Description:

Relevant Experience
(in Yrs) 10+ years of overall IT experience
5+years of Data Analysis and Data Mapping experience

Technical/Functional Skills
Strong in SQL writing and analyzing various data sets for data quality purposes
Experience in analyzing data sets/files from a variety of systems including mainframe, AS400, and relational databases
Very good communication skills
Experience in working on onshore/offshore model
Experience in managing small team

Experience Required
Data Analysis and Data Mapping
Experience in insurance industry is an added advantage

Roles & Responsibilities
Responsible for profiling and analyzing data in the form of reports or visualizations, and detailing the results of the analysis (e.g., consistency of usage)
Responsible for identifying Data Quality issues and providing recommendations to fix them
Responsible for performing data mapping activities by analyzing source and target data elements and documenting transformation rules
Responsible for supporting data modeling and ETL design activities
Generic Managerial Skills
Ability to work in onshore offshore model. Ability to manage a small offshore team

Disclaimer: This web page contains privileged and confidential information intended only for use by a potential job seeker. If you are not the intended recipient of this information, you are hereby notified that you may not disseminate, copy or take any action based on the contents published here.",3.9,Data Analyst, – Cary, NC,False,False,False,True,False,False,False,False,False,Private, 87,109
878,Est. Salary $55k-$82k,Acumen,201 to 500 employees,Government,Company - Private,"Acumen, LLC / The SPHERE Institute conduct public policy research and statistical analysis on health programs at the national, state, and local levels. We leverage our unparalleled data access to improve information available to policymakers, while our meritocratic environment offers rapid advancement and leadership opportunities. Our policy firms offer an exciting opportunity to work in health care topics.
At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts provide analytical support for research and consulting projects for government and private clients, primarily in the area of health policy. This position is responsible for managing and analyzing data, researching and interpreting policy, and communicating findings to multiple audiences.
Data and Policy Analysts perform a wide array of functions as part of the research process. Those applicants interested in focusing on statistical programming help create and report descriptive statistic, conduct econometric and statistical analyses of data using statistical software such as SAS and STATA, interpret study specifications, research findings, and quantitative analyses for relevant audiences, develop research files from large confidential datasets, and perform other duties as assigned.",2.8,Data and Policy Analyst - Statistical Programmer, – Burlingame, CA,False,False,False,True,False,False,False,False,False,Private, 55,82
879,Est. Salary $55k-$82k,Acumen,201 to 500 employees,Government,Company - Private,"Acumen, LLC / The SPHERE Institute conduct public policy research and statistical analysis on health programs at the national, state, and local levels. We leverage our unparalleled data access to improve information available to policymakers, while our meritocratic environment offers rapid advancement and leadership opportunities. Our policy firms offer an exciting opportunity to work in health care topics.
At Acumen, LLC / The SPHERE Institute, Data and Policy Analysts provide analytical support for research and consulting projects for government and private clients, primarily in the area of health policy. This position is responsible for managing and analyzing data, researching and interpreting policy, and communicating findings to multiple audiences.
Data and Policy Analysts perform a wide array of functions as part of the research process. Those applicants interested in focusing on writing/coordinating will help create and report descriptive statistics, conduct literature searches, independent research and summarize findings, coordinate project activities and communications among diverse groups of internal and external clients and team members, interpret study specifications, research findings and quantitative analyses for relevant audiences, prepare project reports, memos, presentations and proposals, deliver technical assistance and presenting findings to clients, and perform other duties as assigned.",2.8,Data and Policy Analyst - Writer/Coordinator, – Burlingame, CA,False,False,False,True,False,False,False,False,False,Private, 55,82
880,Est. Salary $55k-$82k,Acumen,201 to 500 employees,Government,Company - Private,"Acumen, LLC and The SPHERE Institute conduct data analysis of health care policy at the national, state, and local levels. We leverage our unparalleled data access to improve information available to policymakers, helping to promote evidence-based policy decisions.
We are looking for a Coordinator to manage the day-to-day work of the Research Operations team. The Research Operations team oversees the organization and tracking of internal development activities. Its primary responsibilities include coordinating communication between Acumen’s research teams and other departments and the development of internal resources.
We are looking for candidates interested in: (i) tracking Research Operations activities, including all requests, assignments, and meetings; (ii) monitoring request timelines; (iii) maintaining the project management database; (iv) assisting in and documenting meetings; (v) communicating request specifications and updates to internal teams; (vi) drafting project status reports and summaries for company-wide progress updates; and (vii) helping to create internal resources for Acumen’s researchers.",2.8,Data and Policy Analyst—Operations Coordinator (Research Operations Team), – Burlingame, CA,False,False,False,True,False,False,False,False,False,Private, 55,82
881,Est. Salary $26k-$36k,Morningstar,,,,,,,,,,,,,,,,,,, 26,36
882,Est. Salary $44k-$56k,Enel Green Power,,,,,,,,,,,,,,,,,,, 44,56
883,Est. Salary $51k-$69k,Kaiser,10000+ employees,Health Care,Nonprofit Organization,"Everyone at our Company, from our entry-level consultants to our Principals, interacts with clients in several ways. Examples often include field inspections, marketing presentations, industry conferences, and project reporting. The responsibility for client interaction, management, and development increases as you progress along our consulting career path.

Building client relationships starts right away. Our Engineers/Scientists and Senior Engineer/Scientists often participate in field inspections, teleconferences, or face-to-face client meetings. Working with our established consultants, they receive hands-on experience and begin the process of building these relationships by doing excellent work on time and within budget. Many of our entry-level hires have found themselves on an inspection during their first week at our Company!

Job Description
provide SAS programming activities for the monitoring, reporting, and analysis of clinical trials and will deliver against the overall protocol timelines and quality goals within the study teams.
Collaborate with project biostatistician in the creation, implementation, and maintenance of execution plan accounting for timeline, resource and quality of the projects
Ensures that all statistical programs comply with the programming coding standards and utilize available standard reporting systems, as well as macro utility programs.
Support statistical programming applications that are used to generate clinical study reports.
Support ADS and TLG generation, and assist with the development of work flow and SOPs for Biostatistics and Statistical Programming operations.
Accountable for the provision of standard and non-standard data sets, tables, listings and figures based on the final synopsis and SAP that are required for the study reports, submissions and product defense.
Communicates effectively not only within the teams and functional lines but also with the external resources
Provides filing, approval and regulatory programming support for all aspects of a submission
Education and Qualifications
Related training/education/experience in Computer Science or other relevant education
The work experience should include at least two years in a statistical programming environment
Knowledge and application of p-values, confidence intervals, linear regression analysis, advanced general linear models, frequencies, survival analysis, non-parametric analysis, randomization software, proficiency in implementing these ideas in clear, efficient SAS code for the purposes of data analysis and reporting.
Accountable for overall timelines and major project milestones, as well as overall project quality, integrity and productivity
Knowledge of base SAS, SAS macro language, graph, FSP, STATS, SQL as well as other programming languages.
Knowledge of UNIX system, Oracle Clinical and EDC (electronic data capture) exposure preferred
Knowledge of clinical systems, medical terminology, clinical trail methodologies, and software systems development.
Excellent analytical, problem solving, and computer skills.
Flexible, well organized, excellent verbal and written communication skills, and interpersonal skills.
Able to give effective presentations to small groups such as Implementation Teams or Statistical Programming meetings
As our consultants progress into Manager and Senior Manager roles, they are responsible for managing key client relationships and developing business for themselves and others. They market our multidisciplinary services to both existing our Company clients and potential new ones. Our Principals are often working with our largest clients and managing our most significant and challenging projects.",3.9,Data Mining Analyst, – Sacramento, CA,False,True,False,True,False,False,False,False,False,SubsidiaryorBusiness Segment, 51,69
884,Est. Salary $51k-$69k,Kaiser,10000+ employees,Health Care,Nonprofit Organization,"Our warehouse design and improvement consultants can comprehensively review and develop modern warehouses and distribution center facilities and the associated business processes to provide maximum service to customers at the lowest cost. Whether Establish is improving an existing facility or designing a new facility, we apply our considerable design experience and proven ?best-practices? of warehouse operations to develop the optimal layout and flow within a short period of time.

RESPONSIBILITIES

SAS Programming
Maintain existing reports and analysis
Create new analysis and reports for management
Develop and enhance automation as needed
Ensure automated reporting processes are running as expected
Programming skills/experience within SAS to answer Ad/Hoc Analysis Requirements
Work with multiple business units to determine needs
Ensure that internal business partners have the information necessary to make informed business decisions
Help develop and train client on best practices and standards around SAS programming and maintenance

QUALIFICATIONS

1-4 years of experience in programming
Exceptional communications skills; written and verbal
Capable of handling large volume data analysis/data sets
Experience with GUI Front End
Ability to work in a fast paced environment

Management of the warehouse environment is a crucial part of most companies? survival, recovery and growth. The modern warehouse/distribution center is the central operation in most logistics networks. Whether connected to a plant or as a stand-alone facility, cross-dock operation or single-line or multiple-line mixing facility, the warehouse must not only efficiently perform the classic storage and shipping functions, but often also handle final assembly, kitting, samples, returns, pricing and other special value-added services.",3.9,Performance and Data Analyst, – Houston, TX,False,False,False,True,False,False,False,False,False,SubsidiaryorBusiness Segment, 51,69
885,Est. Salary $59k-$75k,22nd Century Technologies Inc.,,,,,,,,,,,,,,,,,,, 59,75
886,Est. Salary $49k-$61k,Lorven Technologies,,,,,,,,,,,,,,,,,,, 49,61
887,Est. Salary $57k-$75k,24 Seven Talent,,,,,,,,,,,,,,,,,,, 57,75
888,Est. Salary $48k-$68k,J.P. Morgan,,,,,,,,,,,,,,,,,,, 48,68
889,Est. Salary $48k-$62k,AIDS Healthcare Foundation,,,,,,,,,,,,,,,,,,, 48,62
890,,Dimensional Fund Advisors,,,,,,,,,,,,,,,,,,,,
891,,Ascent Services Group,201 to 500 employees,Business Services,Company - Private,"Job Req #:17-05376
Job Description: Data Analyst I
Location:Fort Worth, TX
Position Type: Contract

***U.S. Citizens, Green Card Holders, and those authorized to work in the U.S. for any employer will be considered. We are unable to sponsor or transfer visas at this time.***

Our client is looking for a junior to mid-level Data Analyst to support that data their acquisition process. This company is a leading multinational pharmaceutical company and trusted leader in the effort to change the practice of medicine. They have a deep rooted value for their patients and challenge themselves to meet the highest standard of compliance, integrity, and performance in all they do. If you are an individual that values a high ethical standard and strives to do the ordinary things extraordinarily well, then we want to consider you for this position!

Job Description:
This position will be a key regulatory compliance support position. It will support the ongoing assessment and data acquisition process for our product compliance programs (CMR, REACH, RoHS, Packaging Reporting) managed by the HSE Product Stewardship Team.
Gather and analyze HSE data (Bill of Material data, Full Disclosure Documents, Packaging data)
Utilize and create ad hoc reports and matrices
Assist in development and tracking of KPIs and projects
Validate accuracy of data before it is loaded in host systems
Maintain and develop tools in SharePoint 2010 and 2013
Create Access and Excel databases to aggregate data and information
Excel charts, graphs, Vlookup, pivot tables, and organizational tools
Assist with PowerPoint content
Answer customer sustainability and packaging queries
Basic knowledge of global product regulations
Required Experience:
Practical course work or work experience in the areas of manufacturing, distribution, supply chain, and other operational functions within a large organization
Advanced Technical skills:
MS Excel, SQL, Access, MS Project & Visio
SharePoint
SAP knowledge a plus
IT background a plus

Jeannette Odiorne
Technical Recruiter
Ascent
(303) 694-5498

**If this is not a fit for you or you are not interested, Ascent Services Group offers an excellent Referral Bonus! We look forward to hearing from you!

About Ascent: The Ascent Services Group (ASG) is a nationally recognized technology staffing and consulting firm whose fundamental business is providing staffing services to Small, Medium, and Large Enterprise clients in our core market verticals: Financial Services, Healthcare, Technology and Life Sciences. As consultants for ASG, you will have access to many of the top clients within the industries we serve. Our goal is to deliver innovative talent through proven best practices and effective resource optimization. Become one of ASG’s candidates and experience the difference!
IND05",4.4,Data Analyst I, – Fort Worth, TX,False,True,False,True,False,False,False,False,False,Private,,
892,Est. Salary $43k-$56k,FarmLogs,,,,,,,,,,,,,,,,,,, 43,56
893,Est. Salary $78k-$102k,Definitive Logic,,,,,,,,,,,,,,,,,,, 78,102
894,Est. Salary $57k-$74k,CBS Corporation,,,,,,,,,,,,,,,,,,, 57,74
895,Est. Salary $63k-$79k,Lockheed Martin,10000+ employees,Aerospace & Defense,Company - Public (LMT),"Become part of the Lockheed Martin team and bring your expertise as the Supply Chain Business Process Analyst. Your responsibilities will include assisting with the translating of program and supply chain requirements and directives into executable data trending and reporting methodologies, tools, and deliverables. Additionally, you will support the creation of specification requirements based upon customer needs as well as set up the programming necessary to provide the end customer the datasets and trending information needed to make business decisions and track progress to established targets. This may include creating and maintaining multiple databases for user input and collection of data and trends. You will be involved with synthesizing data and data relationships from Systems, Applications and Processes (SAP) and other data sources, and have proven experience with compiling data from those sources into a customer friendly format. You will be responsible to leverage project management skills to drive the creation and execution of improvement plans. You must be able to be flexible and balance priorities to support goals and targets while providing the customer answers and data in support of business decisions.

Basic Qualifications
• Bachelor's or Master's from an accredited college or university
• Experience with data analysis
• Experience in Microsoft Office including MS Access, Excel and PowerPoint
• Experience with mapping out process flows
• Experience with identifying root cause problem areas

Desired skills
Must be a US Citizen or legally authorized to work in US as a permanent resident. This position is located at a facility that requires special access.

•Preferred degree in business, mathematics, or supply chain
•Knowledge of OneAero Systems, Applications and Processes (SAP) data constructs, primarily as it applies to Supply Chain Management, secondarily as it applies to Production Operations, Global Sustainment, and Finance.
•An understanding of Supply Chain Management processes, as well as their integration points to other departments.
•Strong analytical knowledge
•Demonstrated ability to synthesize broad and complex information
•Demonstrated project management skills
•Strong problem-solving skills
•Strong communication skills (verbal, written and presentation)
•Self-Motivated Team Player
•Experience with documenting functional specifications (translating customer requirements)
•Preferred candidate will possess good business and process acumen and be able to communicate effectively with personnel at all levels
•Candidate must be able to trouble shoot issues and proof check solutions and data to assure achievement of customer requirements
•Experience with Information Technology applications, integration, and support; including data manipulation or database applications

As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.



Join us at Lockheed Martin, where were engineering a better tomorrow.

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Job Location(s): Fort Worth Texas",3.7,Metric & Data Analyst, – Fort Worth, TX,False,True,False,False,False,False,False,False,False,Public, 63,79
896,Est. Salary $63k-$79k,Lockheed Martin,10000+ employees,Aerospace & Defense,Company - Public (LMT),"This position is critical to the FCOEs ability to extract intelligence from fielded product data, and to develop recommendations for product and support improvements that will be delivered to the NAVAIR community. The ideal candidate will leverage analytical skills and familiarity with military aircraft operations and maintenance to discover and investigate cost and readiness degraders within fleet data. Candidate will apply analytical tools and statistical methodologies to large datasets, and collaborate with a cross-functional team to understand and propose corrective actions. Responsibilities of the Analyst include the following:
Leverage data-mining and statistical tools and processes to identify, quantify and predict cost and readiness issues facing the CH-53, and to pursue root-cause of these issues.
Contribute statistical and data-mining ability, as well as aircraft reliability, maintenance and operational knowledge to various FCOE team pursuits
Communicate analytical findings to NAVAIR support community on a regular basis.
Conduct high-level briefings of FCOE capability and findings to leadership.
Perform Ad-Hoc analyses as required.
Ensure on-time delivery, quality, and accuracy associated with all outputs.
Basic Qualifications
Education
Bachelors degree in aerospace engineering or related field
Desired skills
Experienced with the application of statistics and data-mining in business environment (trend discovery and analysis, text mining, correlation and pattern discovery, etc)
As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

Join us at Lockheed Martin, where were engineering a better tomorrow.

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Job Location(s): Patuxent River Maryland",3.7,Data Analyst, – Patuxent River, MD,False,False,False,True,False,False,False,False,False,Public, 63,79
897,Est. Salary $55k-$72k,Deltamine Inc,,,,,,,,,,,,,,,,,,, 55,72
898,Est. Salary $46k-$57k,American Financial,,,,,,,,,,,,,,,,,,, 46,57
899,Est. Salary $52k-$65k,Tanisha Systems,,,,,,,,,,,,,,,,,,, 52,65
900,Est. Salary $44k-$57k,The Norland Group,,,,,,,,,,,,,,,,,,, 44,57
901,Est. Salary $39k-$49k,HealthSCOPE Benefits,201 to 500 employees,Insurance,Company - Private,"Data Quality Analyst
Position Code: 18

Department: DataScope - Data Quality
Location: Little Rock, Arkansas
Immediate Supervisor: BJ Canada
Status: Exempt
Posted: July 20 2017

Essential Functions of Job:
Establishes and maintains professional rapport with peers, other HSB departments, clients and brokers
Monitors quality levels and integrity of reporting data sources to ensure information is accurate and complete
Develops accurate and specific programming specifications for electronic data exchanges
Serves as a subject matter expert for healthcare data, and in this role, assists HSB staff, clients, brokers and vendors with interpreting and understanding the data
Designs, develops, validates and delivers comprehensive reporting services based upon the specifications provided
Champions DataSCOPE reporting initiatives and actively promotes the benefits of self-service reporting solutions through one on one training sessions and interactions
Assists the Data Analytics team with executing, validating and assembling organized analytics (DataSCOPE) regarding healthcare risk factors, quality and compliance measures, utilization data and financial data for all supported lines of business
Proactively identifies issues and opportunities to enhance data management and reporting through detailed and high-level problem solving to ensure consistent delivery of world-class services to HSB staff, clients and brokers
Recommends and implements procedural and data flow changes to increase the accuracy, effectiveness, and efficiency of products and services delivered by the Data Quality team
Creates and maintains operational procedure documentation for Data Quality processes
Develops and maintains accurate, well-written documentation of reporting and training standards, inventories, specifications and client utilization tracking for DataSCOPE and other recurring reports
Other duties as assigned by management
Ability to work in a fast-paced environment with changing priorities and meet tight deadlines
Ability to report to the office
Qualifications:
Bachelor’s degree in healthcare-related field, Information Systems, Computer Science, Mathematics, Accounting, or similar academic discipline is preferred. Experience considered in lieu of degree
Effective organizational and prioritization skills
Excellent oral and written communication skills including the ability to communicate complex technical information to a non-technical audience
Basic to intermediate knowledge of Microsoft Word, Outlook and PowerPoint
Strong proficiency in Microsoft Excel (pivot tables, graphs, macros, lookups, etc.) and SAS Enterprise Guide, SAS Office Analytics or Base SAS (writing and troubleshooting queries, extracting and transforming data, etc.) desired
Strong interpersonal skills with ability to function as a positive team member
Ability to learn new systems and continually update technical skills to adapt to changing technology
Ability to perform effectively on independent projects and as part of a collaborative team
Solid background in medical claims administration or coding desired
Basic data-gathering skills including coding, testing, debugging and documentation
At least two (2) years of progressive experience in data quality and reporting; healthcare claims or managed care experience is highly preferred
Knowledge of common database architectures and how to extract and transform complex datasets
Detail-oriented professional who is resourceful, self-motivated, confident under pressure and comfortable working in a fast-paced, data-driven environment
Ability to research and resolve data integrity issues is essential
Knowledge of HIPAA and other relevant privacy regulations is preferred

The Company considers applicants without regard to race, color, national origin, sex, religion, mental or physical disability, marital status, age 40 years and over, sexual orientation or gender identity, veteran's status, or other characteristic protected by applicable law.

Applications for this vacancy will be received for 3 working days after the Posted date from Employees of HealthSCOPE Benefits with more than one year of service.



Applications for this vacancy will be received for 10 working days after the Posted date from External Applicants.",2.2,Data Quality Analyst, – Little Rock, AR,False,True,False,True,False,False,False,False,False,Private, 39,49
902,Est. Salary $37k-$49k,Suny Plattsburgh,,,,,,,,,,,,,,,,,,, 37,49
903,Est. Salary $41k-$75k,HVHC,5001 to 10000 employees,Retail,Subsidiary or Business Segment,"The HVHC family is a quickly growing corporation with the opportunities you need to excel in your career. Headquartered in San Antonio, Texas, HVHC Inc. and its affiliates, Visionworks and Davis Vision, make up one of the largest vertically integrated optical companies in the United States and are leaders in integrated vision care solutions. At HVHC, every employee strives to create the best possible customer experience, from on-trend fashions to state-of-the-art eye care.

Join our team and be a part of our company mission to lead the industry with the most frames, the right prices, and the best people.

Davis Vision is currently hiring for a top notch individual to office in Latham, New York for the position of Data Reporting Analyst. The Data Reporting Analyst sources, compiles, interprets and reconciles key business financial, operational and statistical data, and generates a variety of value-added reports for senior-level executives, internal customers and external clients. Work with departmental Leadership to adhere to overall business process, approach, and discipline of reporting and analysis within the Business Unit.

Summary of Responsibilities:
Ensure the timely and accurate generation of all corporate internal/external reporting, promote consistency and standardization amongst the various types of reports and databases, and manage the various reporting tools utilized by Davis Vision.
Analyze, interpret and report financial and operational performance trends from various channels & departments, identifying areas performing outside of expected results (i.e. missed PGs).
Develop efficiencies to consolidate and increase the effectiveness of reporting, and maintain departmental reports used internally and externally.
Participate in the development of data warehouses, data stores and other supplemental reporting enhancements, including the creation of new reporting templates and analytical reports.
· Reconcile outbound data files against supporting detail (i.e., billing invoice data)

Education:

· Preferred bachelor's degree in related field or equivalent combination or experience and education

Experience & Background:
One to three (3) years of related experience
Experience in defining, developing, and testing reports using MS Access, MS Excel, SQL, Adobe Acrobat, Business Objects, Crystal Reports or similar query language is preferred.
Prior experience with government programs preferred.
If you are prohibited from working on a government contract, this may disqualify you from consideration for this position.

HVHC provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religious beliefs, sex, gender, sexual orientation, age, marital status, national origin, ancestry, physical or mental disability or history of disability, genetic information, status as a protected veteran or disabled veteran, or any other status protected by Federal, state or local law.",5.0,Data Reporting Analyst, – Latham, NY,False,True,False,True,False,False,False,False,False,SubsidiaryorBusiness Segment, 41,75
904,Est. Salary $56k-$70k,GDIT,10000+ employees,Subsidiary or Business Segment,1996,"Job Description

Responsibilities
Collects and manages event planning data. Ensures all data is current and accurate.
Develops trackers, reports and other necessary tools utilizing Microsoft Excel.
Prepares, reviews, and researches technical information for contract deliverables and ensure accuracy of information reported and adherence to standards of quality.
Responsible for monitoring and downloading metrics from continuing education provider and Interactive Customer Evaluation systems. Ensure all data is properly quality control checked and disseminated to the team. Update customer metric reports and spreadsheets after data is made available per established timeframes. Upload reports to the SharePoint website and disseminate information to team members as requested.
Analyzes and identifies problems and solutions that afford maximum probability for success and effectiveness through data collection, management, and analysis.
Prepares analytical findings in a concise and high level manner. Produces clear and concise reports relevant to customer needs for reporting to senior leadership.
Develops After Action Reports and/or comprehensive evaluation reports within established timeframes.
Follows best practices as they relate to virtual learning events and collecting metrics.
Reviews and provides analysis of survey responses to aid in the development of educational content topics for upcoming events.
Identifies areas for process improvement in current practices and suggests ways to apply these changes.
Provides technical and administrative support to project management and team members on assigned tasks.
Attends meetings with centers to determine data collection and reporting needs and provide specific reports based on their criteria. Back briefs customer and team members when necessary through detailed meeting minutes.
Maintains current knowledge of the events schedule and assists in the preparation of event specific task lists for individual events in collaboration with each functional area.
May provide guidance and work leadership to less-experienced analysts. Keeps team informed of Government customer's actions, expectations, and schedules.
Participates in special projects as required and remains flexible as priorities and tasks tend to shift quickly. Must be able to move from priority to priority per the PM to best support the customer and team in the current state.
Serves as liaison between customer and CE provider to determine the most effective methods for reporting event demographics and CEs provided.
Local travel required for some events.
Education
Master's Degree in Statistics, Economics, Public Health, Epidemiology or related field.
5-8 years of related experience in scientific, customer-specific research and analysis.
Experience working with the military and federal government preferred.
Experience working with learning management system.
Qualifications
Comprehensive knowledge of the principles, methods, equipment/systems and techniques used in scientific functional area(s).
Expertise with commercial software products such as Microsoft Office Suite, specifically Access, Excel, PowerPoint and Word, SQL Server, etc. for the use of creating reports and products.
Must possess effective listening, verbal and written communication skills.
Demonstrated experience and ability to apply multiple organizational and management improvement techniques within government environments.
Flexible team member who thrives in environments requiring ability to effectively prioritize, multitask, and judge concurrent projects in a demanding, fast-paced work environment.
Strong analytical and organizational skills; must be detail oriented.
Adept at gathering requirements with ability to adapt to changes in requirements
Shows initiative and ability to work independently and as a team using problem solving skills.
Ability to build rapport and trusting relationships with customer and team members
As a trusted systems integrator for more than 50 years, General Dynamics Information Technology provides information technology (IT), systems engineering, professional services and simulation and training to customers in the defense, federal civilian government, health, homeland security, intelligence, state and local government and commercial sectors. With approximately 32,000 professionals worldwide, the company delivers IT enterprise solutions, manages large-scale, mission-critical IT programs and provides mission support services. GDIT is an Equal Opportunity/Affirmative Action Employer - Minorities/Females/Protected Veterans/Individuals with Disabilities.

#CJPOST",3.3,Data Analyst, – Silver Spring, MD,False,True,False,True,False,False,False,False,False,SubsidiaryorBusiness Segment, 56,70
905,Est. Salary $50k-$66k,Asen,,,,,,,,,,,,,,,,,,, 50,66
906,Est. Salary $41k-$55k,New Jersey Institute of Technology,,,,,,,,,,,,,,,,,,, 41,55
907,Est. Salary $65k-$101k,Advance Digital,1 to 50 employees,Subsidiary or Business Segment,Unknown,"Clinical Data Analysts
(Multiple Positions) req'd to dvlp, analyze, validate and maint. clinical drug datasets/rpts for new drugs/biologics/ med. device dvlpmnt relating to trial/human experimts. Supp regulatory elec. submissions to regulat. authorities complying w/ CDISC/ FDA/HIPAA + other applic. standards/ laws/regs. Wrk closely w/ various regulat. affairs stakehldrs and Data Mgrs/Lab Personnel. Req'd: MS in Regulatory Affairs, Reg. Sci., Clinical Affairs, Applied Clinical Rsrch, Health Sci's or rltd field plus 0 yrs exp., or alternatively, a BS in one of the above fields (or rltd) plus 5 yrs of progressively responsible exp. in job. Mail resumes to Percept Pharma Srvcs. Inc. at 1031 US Hwy 22 W, # 304, Bridgewater, NJ 08807. Web Id: 72498",3.5,Clinical Data Analysts, – Bridgewater, NJ,False,False,False,True,False,False,False,False,False,SubsidiaryorBusiness Segment, 65,101
908,Est. Salary $42k-$54k,Transfirst,,,,,,,,,,,,,,,,,,, 42,54
909,Est. Salary $43k-$55k,American Credit Acceptance,,,,,,,,,,,,,,,,,,, 43,55
910,Est. Salary $74k-$93k,Engility,,,,,,,,,,,,,,,,,,, 74,93
911,Est. Salary $55k-$70k,Sonepar USA,,,,,,,,,,,,,,,,,,, 55,70
912,Est. Salary $51k-$66k,ICF,5001 to 10000 employees,Business Services,Company - Public (ICFI),"Data Analyst

Commercial Energy Division

Denver Metro Area

We are currently seeking a Data Analyst to work in our Louisville, Colorado office within an agile team environment. The Data Analyst will develop a deep understanding of analytical models and data patterns for Energy and Marketing data. He or she will be responsible for understanding the system and domain data, performing quality assurance on incoming data feeds, reviewing statistical reports to verify data consistency, troubleshooting data issues, and assisting with data management and implementation in a Microsoft SQL Server technical environment. The Analyst will be working with a team of senior technologists and managers to deliver a world-class technology solution for our clients. Roles and responsibilities will vary across project assignments, but could include requirements refinement, data analysis, quality assurance, testing, and documentation. Qualified candidates will find an environment that offers career path mentoring and opportunity for advancement as well as a flexible working environment.

Candidates should have an outstanding academic record with a major focused on Energy, Science, Math, and Engineering or similar.

Required Skills
2 to 4 years of professional experience with data research QA and SQL
Strong computer, data analysis, and quality assurance skills
Skills and desire to data mine and become a domain expert in energy and marketing data
Ability to effectively prioritize and manage multiple tasks to meet aggressive deadlines
Ability to work both independently and in a team-oriented, collaborative environment
Aptitude to produce quality work products with attention to detail
Experienced in Microsoft Office or comparable productivity suite
Excellent communication skills, both when remote and in-person
Desired Skills
Understanding of basic statistical principles
Highly self-motivated
Experience with marketing data analysis
Ability to clearly explain and deliver analytical results to stakeholders
Desire to develop an understanding of automated data testing strategies
Experience reviewing, testing, and operating software applications as part of an Agile team
ICF offers an excellent benefits package, an award winning talent development program, and fosters a highly skilled, energized and empowered workforce.

ICF is an equal opportunity employer that values diversity at all levels. (EOE – Minorities/Females/ Protected Veterans Status/Disability Status/Sexual Orientation/Gender Identity)

About ICF
ICF (NASDAQ:ICFI) is a global consulting and technology services provider with more than 5,000 professionals focused on making big things possible for our clients. We are business analysts, policy specialists, technologists, researchers, digital strategists, social scientists and creatives. Since 1969, government and commercial clients have worked with ICF to overcome their toughest challenges on issues that matter profoundly to their success. Come engage with us at icf.com.",3.6,Data Analyst, – Louisville, CO,False,True,False,True,False,False,False,False,False,Public, 51,66
